"Id","NomDeNaissance","Prenom","Sexe","DateNaissance","CommuneDeNaissance","DepartementDeNaissance","PaysDeNaissance","DateDeces","CommuneDeDeces","Nationalite","LibelleProfession","Sources","Divers"
"ain_027","COMBIER","PAUL","M",1933-01-01,NA,NA,NA,2015-12-08,"AMBERIEU EN BUGEY",NA,"Geometre",NA,NA
"ain_028","DAUBIE","ROMAIN","M",1980-05-05,"VILLEURBANNE","RHONE","France",NA,NA,"FRANCAISE","Avocat-e","WIKIPEDIA",NA
"ain_030","DE LA VERPILLIERE","GUY","M",1922-08-09,"LAGNIEU","AIN","France",2006-04-25,"LAGNIEU","FRANCAISE","Agri. exploitation","ARCHIVES","PARENT D'ELU"
"ain_029","DE LA VERPILLIERE","CHARLES","M",1954-05-31,"BOURG EN BRESSE","AIN","France",NA,NA,"FRANCAISE","Haut fonctionnaire","WIKIPEDIA","ENFANT D'ELU"
"ain_032","DESPIERRE","RENE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ain_033","DUBUIS","EMILE","M",1911-03-20,NA,NA,NA,NA,NA,NA,"Avocat-e","ARCHIVES",NA
"ain_035","DURET","LUCIENNE","F",1922-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ain_038","EMIN","LEON","M",1903-07-11,"OYONNAX","AIN","France",NA,NA,"FRANCAISE","Industriel-le","ARCHIVES",NA
"ain_037","EMIN","JEAN-PAUL","M",1939-06-17,NA,NA,NA,NA,NA,"FRANCAISE","Commercial-e","WIKIPEDIA",NA
"ain_043","GIVERNET","OLGA","F",1981-10-17,"SAINT GERMAIN EN LAYE","YVELINES","France",NA,NA,"FRANCAISE","Ingenieur-e","WIKIPEDIA",NA
"ain_045","GODIN","ANDRE","M",1942-05-18,"BOURG EN BRESSE","AIN","France",NA,NA,"FRANCAISE","Banquier-e","ARCHIVES WIKIPEDIA",NA
"ain_046","GOY-CHAVENT","SYLVIE","F",1963-05-23,"DUNKERQUE","NORD","France",NA,NA,"FRANCAISE","Enseignant-e","WIKIPEDIA",NA
"ain_047","GRILLET","ARISTIDE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ain_048","GUICHON","LUCIEN","M",1932-02-09,"OYONNAX","AIN","France",2012-08-18,"OYONNAX","FRANCAISE",NA,"WIKIPEDIA",NA
"ain_049","HECLER","ALBERT","M",1889-01-01,NA,NA,NA,1966-01-01,NA,"FRANCAISE",NA,"WIKIPEDIA",NA
"ain_050","HUBERT","BERTRAND","M",1946-12-05,NA,NA,NA,NA,NA,NA,"Artisan-e","WIKIPEDIA",NA
"ain_051","JEAN","LISETTE","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ain_054","MARCELPOIL","ROBERT","M",NA,NA,NA,NA,1991-12-22,NA,NA,"Chef-fe entreprise","WIKIPEDIA",NA
"ain_055","MAZUIR","RACHEL","M",1940-02-12,"BOURG EN BRESSE","AIN","France",NA,NA,"FRANCAISE","Enseignant-e","WIKIPEDIA",NA
"ain_056","MEIFFRE","JEAN CHARLES","M",1908-04-18,NA,NA,NA,1996-01-01,NA,NA,"Militaire","ARCHIVES",NA
"ain_057","MERCIER","AMEDEE","M",1890-12-02,"MALAFRETAZ","AIN","France",1973-05-04,"BOURG EN BRESSE","FRANCAISE","Justice","WIKIPEDIA",NA
"ain_059","MEYLAN","PASCAL","M",1935-05-01,"FERNEY VOLTAIRE","AIN","France",2020-08-04,"FERNEY VOLTAIRE","FRANCAISE","Notaire","ARCHIVES","ANCIEN COMBATTANT"
"ain_060","MILLON","CHARLES","M",1945-11-12,"BELLEY","AIN","France",NA,NA,"FRANCAISE","Conseil","WIKIPEDIA","Ministre"
"ain_061","MORETEAU","JEAN","M",1942-06-23,"MONTREVEL",NA,NA,NA,NA,NA,NA,"WIKIPEDIA",NA
"ain_062","MORIN","PAUL","M",1924-06-29,"BOURG EN BRESSE","AIN","France",2020-07-28,"BOURG EN BRESSE","FRANCAISE","Dir. etablissement public","ARCHIVES WIKIPEDIA","Resistance"
"ain_063","NICOD","MICHEL","M",1939-10-08,NA,NA,NA,NA,NA,NA,"Chef-fe entreprise",NA,NA
"ain_064","PAOLI","GERARD","M",1945-03-09,NA,NA,NA,NA,NA,NA,NA,"WIKIPEDIA",NA
"ain_065","PEPIN","JEAN","M",1939-11-23,"VILLEFRANCHE SUR SAONE","RHONE","France",2015-05-03,"VIRIAT","FRANCAISE","Professeur-e","ARCHIVES",NA
"ain_067","PIRALLA","GILLES","M",1949-10-05,NA,NA,NA,NA,NA,NA,"Medecin","WIKIPEDIA",NA
"ain_068","PROST","JEAN","M",1925-10-26,"DIVONNE LES BAINS","AIN","France",NA,NA,"FRANCAISE","Medecin","ARCHIVES",NA
"ain_069","PRUVOST","JEAN CLAUDE","M",NA,NA,NA,NA,NA,NA,NA,"Professeur-e","WIKIPEDIA",NA
"ain_071","RAVASSARD","NOEL","M",1935-07-25,"BUELLAS","AIN","France",NA,NA,"FRANCAISE","Dir. etablissement public","WIKIPEDIA",NA
"ain_072","ROBIN ","LOUIS","M",1923-05-01,"MARBOZ","AIN","France",2014-11-10,NA,"FRANCAISE",NA,"WIKIPEDIA",NA
"ain_073","RUET","ROLAND","M",1921-10-29,"FERNEY VOLTAIRE","AIN","France",2001-01-26,"SAINT JULIEN EN GENEVOIS","FRANCAISE","Dir. etablissement prive","ARCHIVES, WIKIPEDIA",NA
"ain_074","SAINT PIERRE","DOMINIQUE","M",1940-11-10,"LA TRONCHE","ISERE","France",NA,NA,"FRANCAISE","Avocat-e","WIKIPEDIA",NA
"ain_076","SUBTIL","ROBERT","M",1884-03-14,NA,NA,NA,NA,NA,NA,"Sans profession","ARCHIVES",NA
"ain_077","TOURNIER BILLION","LEON","M",1899-04-02,NA,NA,NA,NA,NA,NA,"Inspecteur-ice","ARCHIVES",NA
"ain_078","TRAVERS","JEAN CLAUDE","M",1947-10-05,NA,NA,NA,NA,NA,"FRANCAISE","Medecin","WIKIPEDIA",NA
"ain_079","TROMPILLE","STEPHANE","M",1982-12-01,"BOURG EN BRESSE","AIN","France",NA,NA,"FRANCAISE","Banquier-e","WIKIPEDIA",NA
"ain_080","VIANES","GEORGES","M",1938-06-17,"BESANCON","DOUBS","France",NA,NA,"FRANCAISE","Haut fonctionnaire","PRESSE",NA
"ain_082","VOISIN","MICHEL","M",1944-10-06,"REPLONGES","AIN","France",NA,NA,"FRANCAISE",NA,"WIKIPEDIA",NA
"ain_083","VULLIOD","CHARLES","M",1909-01-09,"BELLEY","AIN",NA,NA,NA,NA,"Justice","ARCHIVES",NA
"ain_039","EXPOSITO","JOSIANE","F",1943-03-03,NA,NA,"France",NA,NA,"FRANCAISE","Dir. etablissement public","PRESSE",NA
"ain_040","FABRE","DANIEL","M",1961-09-07,NA,NA,"France",NA,NA,"FRANCAISE","Cadre","PRESSE",NA
"ain_041","FOGNINI","JEAN MARC","M",1958-03-29,NA,NA,"France",NA,NA,"FRANCAISE","Dir. etablissement public","PRESSE",NA
"ain_052","JIMENEZ","CHRISTIAN","M",1950-02-28,"JARRIE","ISERE","France",2015-01-19,"BELLEY","FRANCAISE","Cadre","PRESSE",NA
"ain_007","BERTHET","PIERRE","M",1949-01-01,"BELLEY","AIN","France",NA,NA,"FRANCAISE","Cadre","PRESSE",NA
"ain_053","LAHUERTA","DIMITRI","M",1980-10-20,"BELLEY","AIN","France",NA,NA,"FRANCAISE","Chef-fe entreprise","PRESSE",NA
"ain_031","DEBAT","JEAN FRANCOIS","M",1966-01-24,"LYON","RHONE","France",NA,NA,"FRANCAISE","Haut fonctionnaire","WIKIPEDIA",NA
"ain_075","SCATTOLIN","VINCENT","M",1979-01-27,"AUBENAS","ARDECHE","France",NA,NA,"FRANCAISE","Urbaniste","WIKIPEDIA",NA
"ain_034","DUNAND","PASCAL","M",1968-10-15,NA,NA,NA,NA,NA,"FRANCAISE","Banquier-e","WIKIPEDIA",NA
"ain_036","DUTY","PIERRE ETIENNE","M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ain_058","MEYLAN","FRANCOIS","M",1944-01-01,"FERNEY VOLTAIRE","AIN","France",NA,"NON","FRANCAISE","Ingenieur-e","WIKIPEDIA",NA
"ain_070","RAPHOZ","DANIEL","M",1955-12-06,NA,NA,NA,NA,"NON",NA,"Fonction publique","WIKIPEDIA",NA
"ain_081","VIRICEL","SYLVIE","F",1958-01-01,NA,NA,NA,NA,"NON",NA,"Agent-e immobilier-e","PRESSE",NA
"ain_042","GAITET","JEAN PIERRE","M",1954-01-21,"LYON","RHONE","France",NA,"NON","FRANCAISE","Policier-e","PRESSE",NA
"ain_044","GOBET","JACQUES","M",1948-08-24,NA,NA,NA,NA,"NON",NA,NA,NA,NA
"ain_066","PERRAUD","MICHEL","M",1953-04-15,"OYONNAX","AIN","France",NA,"NON","FRANCAISE","Cadre","PRESSE",NA
"ain_009","BERTRAND","HUBERT","M",1976-12-05,NA,NA,NA,NA,"NON",NA,NA,NA,NA
"bdr_001","AGRESTI ROUBACHE","SABRINA","F",1976-10-13,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Audiovisuel","WIKIPEDIA",NA
"bdr_002","AHAMADA","SAID","M",1972-11-07,"SAINT DENIS","LA REUNION","France",NA,NA,"Français","Fonction publique","WIKIPEDIA",NA
"bdr_004","ALLISIO","FRANCK","M",1980-08-04,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Entourage politique","WIKIPEDIA",NA
"bdr_003","AILLAUD","THERESE","F",1931-11-05,"TARASCON","BOUCHES DU RHONE","France",2015-02-25,"TARASCON","Français","Haut fonctionnaire","WIKIPEDIA",NA
"bdr_005","AMIEL","MICHEL","M",1954-07-03,"CANNES","ALPES MARITIMES","France",NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_007","ANDREONI","SERGE","M",1940-03-15,NA,NA,NA,NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_008","ANDRIEUX","ANTOINE","M",1916-09-30,"BASTIA","CORSE","France",1983-05-10,"MARSEILLE","Français","Independant-e","WIKIPEDIA",NA
"bdr_009","ANDRIEUX","SYLVIE","F",1961-12-15,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA","franc-maçon"
"bdr_010","ARNAUD","HENRI","M",1915-05-22,"MARSEILLE","BOUCHES DU RHONE","France",2000-08-03,"MARSEILLE","Français",NA,"WIKIPEDIA",NA
"bdr_011","ARRIGHI","PASCAL","M",1921-06-16,"VICO","CORSE","France",2004-08-19,"TOULON","Français","Avocat-e","WIKIPEDIA","Resistance"
"bdr_012","ASSOULY","AVI","M",1950-06-05,"AIN EL ARBAA",NA,"Algérie",NA,NA,"Français","Journaliste","WIKIPEDIA",NA
"bdr_013","BACCHI","JEREMY","M",1986-03-08,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Assitant-e social","WIKIPEDIA",NA
"bdr_015","BAUBRY","ROMAIN","M",1989-01-28,"MONT SAINT AIGNAN","SEINE MARITIME","France",NA,NA,"Français","Policier-e","WIKIPEDIA",NA
"bdr_016","BELSOSA","LAURENT","M",1970-01-12,NA,NA,"France",NA,NA,"Français","Fonction publique","PRESSE",NA
"bdr_017","BENARROCHE","GUY","M",1954-07-25,"ORAN",NA,"Algérie",NA,NA,"Français","Chef-fe entreprise","WIKIPEDIA",NA
"bdr_018","BENDER","ALFRED","M",NA,NA,NA,NA,NA,NA,NA,"Dir. etablissement public","WIKIPEDIA",NA
"bdr_019","BERGASSE","HENRY","M",1894-09-26,"MARSEILLE","BOUCHES DU RHONE","France",1977-03-28,"MARSEILLE","Français","Avocat-e","WIKIPEDIA","Resistance"
"bdr_021","BERNARDINI","FRANCOIS","M",1953-08-24,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Presse","WIKIPEDIA",NA
"bdr_022","BERTRAND","ANNE MARIE","F",1942-11-27,"GRAVESON","BOUCHES DU RHONE","France",NA,NA,"Français","Agri. exploitation","WIKIPEDIA",NA
"bdr_023","BILLOUX","FRANCOIS","M",1903-05-21,"ROMAIN LA MOTTE","LOIRE","France",1978-01-14,"MENTON","Français","Employe-e","WIKIPEDIA",NA
"bdr_024","BLUM","ROLAND","M",1945-07-12,"PENNES MIRABEAU","BOUCHES DU RHONE","France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_025","BOMPARD","MANUEL","M",1986-03-30,"FIRMINY","LOIRE","France",NA,NA,"Français","Ingenieur-e","WIKIPEDIA",NA
"bdr_026","BONIFAY","CHARLES","M",1919-07-19,"MARSEILLE","BOUCHES DU RHONE","France",2017-01-28,"MARSEILLE","Français",NA,"WIKIPEDIA",NA
"bdr_028","BORE","PATRICK","M",1956-11-09,"TOULON","VAR","France",2021-07-05,"LA CIOTAT","Français","Sante","WIKIPEDIA",NA
"bdr_030","BOYER","VALERIE","F",1962-06-11,"BOURGES","CHER","France",NA,NA,"Français","Cadre","WIKIPEDIA",NA
"bdr_031","BRET","ROBERT","M",1949-04-10,NA,NA,NA,NA,NA,"Français","Ingenieur-e","WIKIPEDIA",NA
"bdr_032","BURRONI","VINCENT","M",1947-10-01,"CHATEAUNEUF LES MARTIGUES","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_033","CAMOIN","JEAN PIERRE","M",1942-05-09,NA,NA,NA,NA,NA,"Français","Medecin","WIKIPEDIA",NA
"bdr_034","CARCASSONNE","ROGER","M",1903-06-15,"SALON DE PROVENCE","BOUCHES DU RHONE","France",1992-11-28,"SALON DE PROVENCE","Français","Avocat-e","WIKIPEDIA",NA
"bdr_035","CARLOTTI","MARIE ARLETTE","F",1952-01-21,"BEZIERS","HERAULT","France",NA,NA,"Français","Cadre","WIKIPEDIA",NA
"bdr_036","CERMOLACCE","PAUL","M",1912-07-02,"MARSEILLE","BOUCHES DU RHONE","France",1988-05-15,"MARSEILLE","Français","Marin","WIKIPEDIA",NA
"bdr_038","CHARROUX","GABY","M",1942-06-25,"ALGER",NA,"Algérie",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_039","CHASSAIN","ROLAND","M",1947-02-05,"AURILLAC","CANTAL","France",2021-02-09,"SAINTES MARIES DE LA MER","Français","Chef-fe entreprise","WIKIPEDIA",NA
"bdr_041","CICCOLINI","FELIX","M",1916-10-02,"COZZANO","CORSE","France",2010-05-01,"AJACCIO","Français","Avocat-e","WIKIPEDIA",NA
"bdr_042","CIOT","JEAN DAVID","M",1967-05-01,"ROSENDAEL","NORD","France",NA,NA,"Français","Finance","WIKIPEDIA",NA
"bdr_043","COLONNA D ANFRIANI","CHARLES","M",1909-09-13,"CALVI","HAUTE CORSE","France",1980-03-26,"CANNES","Français","Avocat-e","WIKIPEDIA","Resistance"
"bdr_044","COMITI","JOSEPH","M",1920-06-04,"SOTTA","CORSE DU SUD","France",2000-11-10,"BASTIA","Français","Medecin","WIKIPEDIA",NA
"bdr_045","D ATTILIO","HENRI","M",1927-02-04,"CHATEAUNEUF LES MARTIGUES","BOUCHES DU RHONE","France",2008-11-12,"MARSEILLE","Français","Cadre","WIKIPEDIA",NA
"bdr_046","DARRASON","OLIVIER","M",1954-07-12,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Fonction publique","WIKIPEDIA",NA
"bdr_048","DAVID","LEON","M",1901-06-19,"ROQUEVAIRE","BOUCHES DU RHONE","France",2000-08-26,"CARNOUX EN PROVENCE","Français","Artisanat","WIKIPEDIA","Resistance"
"bdr_049","DE CAROLIS","PATRICK","M",1953-11-19,"ARLES","BOUCHES DU RHONE","France",NA,NA,"Français","Journaliste","WIKIPEDIA",NA
"bdr_050","DE PERETTI DE LA ROCCA","JEAN PIERRE","M",1930-06-26,"LAUSANNE",NA,"Suisse",2001-10-08,"TOURS","Français",NA,"WIKIPEDIA",NA
"bdr_051","DEFFERRE","GASTON","M",1910-09-14,"MARSILLARGUES","HERAULT","France",1986-05-07,"MARSEILLE","Français","Avocat-e","WIKIPEDIA","Resistance"
"bdr_052","DEFLESSELLES","BERNARD","M",1953-10-16,"PARIS","PARIS","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_053","DELAGNES","VINCENT","M",1902-05-11,"MONTPELLIER","HERAULT","France",1976-04-05,"MARSEILLE","Français","Enseignant-e","WIKIPEDIA",NA
"bdr_054","DELEUIL","LAURENS","M",1918-11-08,"MARIGNANE","BOUCHES DU RHONE","France",2006-11-03,"MARIGNANE","Français","Sportif-ve","WIKIPEDIA",NA
"bdr_055","DELOGU","SEBASTIEN","M",1987-06-08,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Independant-e","WIKIPEDIA",NA
"bdr_056","DELPUECH","VINCENT","M",1888-04-05,"PORT DE BOUC","BOUCHES DU RHONE","France",1966-03-09,"MARSEILLE","Français","Journaliste","WIKIPEDIA",NA
"bdr_057","DEVESA","BRIGITTE","F",1960-03-03,"ORAN",NA,"Algérie",NA,NA,"Français","Universitaire","WIKIPEDIA",NA
"bdr_058","DHARREVILLE","PIERRE","M",1975-06-15,"NANTERRE","HAUTS DE SEINE","France",NA,NA,"Français","Journaliste","WIKIPEDIA",NA
"bdr_059","DIARD","ERIC","M",1965-07-21,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_060","DOIZE","PIERRE","M",1907-11-06,"MARSEILLE","BOUCHES DU RHONE","France",1979-02-19,"NARBONNE","Français","Artisanat","WIKIPEDIA","Resistance"
"bdr_061","DOMENECH","GABRIEL","M",1920-09-04,"REYNES","PYRENEES ORIENTALES","France",1990-05-14,"MARSEILLE","Français","Journaliste","WIKIPEDIA",NA
"bdr_062","DUFOUR","JEAN","M",1949-04-05,"SAINT MARTIN VALMEROUX","CANTAL","France",2020-03-15,"AVIGNON","Français","Professeur-e","WIKIPEDIA",NA
"bdr_063","DUTOIT","FREDERIC","M",1956-05-26,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_064","ECOCHARD","JANINE","F",1938-09-14,"NICE","ALPES MARITIMES","France",NA,NA,"Français","Cadre","WIKIPEDIA",NA
"bdr_068","FERNANDEZ","PATRICIA","F",1972-01-01,NA,NA,"France",NA,NA,NA,"Enseignant-e","PRESSE",NA
"bdr_070","FRAISSINET","JEAN","M",1894-06-22,"MARSEILLE","BOUCHES DU RHONE","France",1981-05-21,"COGOLIN","Français","Logisticien-ne","WIKIPEDIA",NA
"bdr_071","FRANCOU","JEAN","M",1920-05-27,NA,NA,NA,2013-03-13,"SALON DE PROVENCE","Français","Finance","WIKIPEDIA","Resistance"
"bdr_074","GARCIN","EDMOND","M",1917-04-24,"AUBAGNE","BOUCHES DU RHONE","France",1999-10-13,"AUBAGNE","Français",NA,"WIKIPEDIA","Resistance"
"bdr_075","GARDEIL","ROBERT","M",1921-11-25,"LECTOURE","GERS","France",2015-11-02,"MIMET","Français",NA,"WIKIPEDIA",NA
"bdr_076","GAUDIN","JEAN CLAUDE","M",1939-10-08,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_078","GHALI","SAMIA","F",1968-06-10,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Salarie-e","WIKIPEDIA",NA
"bdr_079","GILLES","BRUNO","M",1960-12-26,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","Sante","WIKIPEDIA",NA
"bdr_080","GIRAUD","FRANCIS","M",1932-07-04,"MARSEILLE","BOUCHES DU RHONE","France",2010-10-23,"MARSEILLE","Français","Medecin","WIKIPEDIA",NA
"bdr_081","GONZALEZ","JOSE","M",1943-04-28,"ORAN",NA,"Algérie",NA,NA,"Français","Moniteur","WIKIPEDIA",NA
"bdr_082","GRAILLE","JEAN","M",1907-05-18,"ROQUEMAURE","GARD","France",1977-03-18,"MARSEILLE","Français","PTT","WIKIPEDIA","Resistance"
"bdr_083","GUERINI","JEAN NOEL","M",1951-01-01,"CALENZANA","CORSE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_047","DAVI","HENDRICK","M",1977-12-21,"ATHIS MOND","ESSONNE","France",NA,NA,"Français","Syndicaliste","WIKIPEDIA",NA
"bdr_086","HERMIER","GUY","M",1940-02-22,"CRETEIL","SEINE","France",2001-07-28,"MARSEILLE","Français","Enseignant-e","WIKIPEDIA",NA
"bdr_087","HOSTACHE","RENE","M",1925-07-27,"AIX EN PROVENCE","BOUCHES DU RHONE","France",2000-06-09,"AIX EN PROVENCE","Français","Avocat-e","WIKIPEDIA",NA
"bdr_088","JIBRAYEL","HENRI","M",1951-09-18,"MARSEILLE","BOUCHES DU RHONE","France",NA,NA,"Français","PTT","WIKIPEDIA",NA
"bdr_090","JOISSAINS","ALAIN","M",1942-06-30,NA,NA,"France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_091","JOISSAINS","SOPHIE","F",1969-10-25,"AIX EN PROVENCE","BOUCHES DU RHONE","France",NA,NA,"Français","Justice","WIKIPEDIA",NA
"bdr_089","JOISSAINS MASINI","MARYSE","F",1942-08-15,"TOULON","VAR","France",NA,NA,"Français","Avocat-e","WIKIPEDIA",NA
"bdr_092","JOUVE","MIREILLE","F",1960-12-30,"AIX EN PROVENCE","BOUCHES DU RHONE","France",NA,NA,"Français","Enseignant-e","WIKIPEDIA",NA
"bdr_093","KERT","CHRISTIAN","M",1946-07-25,"SALON DE PROVENCE","BOUCHES DU RHONE","France",NA,NA,"Français","Haut fonctionnaire","WIKIPEDIA",NA
"bdr_094","LAFOND","JEAN PIERRE","M",1940-02-17,NA,NA,NA,NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_095","LAMBERT","FRANCOIS MICHEL","M",1966-08-24,"LA HAVANE",NA,"Cuba",NA,NA,"Franco-cubain","Logisticien-ne","WIKIPEDIA",NA
"bdr_096","LAQHILA","MOHAMED","M",1959-08-03,"OULMES",NA,"Maroc",NA,NA,"Français","Finance","WIKIPEDIA",NA
"bdr_097","LAZZARINO","GEORGES","M",1921-02-19,"PORT DE BOUC","BOUCHES DU RHONE","France",2002-02-21,"PLAN DE CUQUES","Français","BTP","WIKIPEDIA","Resistance"
"bdr_098","LE DISSES","ERIC","M",1955-07-05,"CHERBOURG","MANCHE","France",NA,NA,"Français","Sportif-ve","WIKIPEDIA",NA
"bdr_103","LELOUIS","GISELE","F",1952-03-10,"PARIS","PARIS","France",NA,NA,"Français","Ingenieur-e","WIKIPEDIA",NA
"bdr_099","LE RUDULIER","STEPHANE","M",1973-12-09,"LILLE","NORD","France",NA,NA,"Français","Entourage politique","WIKIPEDIA",NA
"bdr_100","LECCIA","BASTIEN","M",1919-11-03,"PORTO VECCHIO","CORSE","France",2004-04-09,"MARSEILLE","Français","Finance","WIKIPEDIA",NA
"bdr_101","LECCIA","BERNARD","M",1933-11-01,"SANTA LUCIA DI TALLANO","CORSE DU SUD","France",2007-12-21,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_102","LEENHARDT","FRANCIS","M",1908-04-24,"MARSEILLE","BOUCHES DU RHONE","France",1983-11-03,"MARSEILLE","Français","Journaliste","WIKIPEDIA","Resistance"
"bdr_104","LEONETTI","JEAN JACQUES","M",1938-06-11,"CIAMANNACCE","CORSE","France",NA,NA,"Français",NA,"WIKIPEDIA",NA
"bdr_107","LOMBARD","PAUL","M",1927-12-15,"LA CIOTAT","BOUCHES DU RHONE","France",2020-06-07,"MARTIGUES","Français",NA,"WIKIPEDIA",NA
